"accuracy_uniform","accuracy_proportional","n_districts","party_size","n_parties","n_small_parties","n_stronghold_districts","stronghold_share","national_swing_variance","swing_concentration","district_noise_sd","scenario_type"
0.15,0.15,100,"overall",7,4,25,0.45,0.09,2,0.01,"Artificial"
0.18,0.18,100,"overall",7,4,25,0.45,0.09,2,0.01,"Artificial"
0.15,0.15,100,"overall",7,6,25,0.45,0.09,2,0.01,"Artificial"
0.67,0.67,100,"overall",7,6,25,0.45,0.09,2,0.01,"Artificial"
0.96,0.96,100,"overall",2,0,40,0.45,0.09,2,0.01,"Artificial"
0.84,0.84,100,"overall",2,0,40,0.45,0.09,2,0.01,"Artificial"
0.32,0.32,100,"overall",3,0,40,0.45,0.09,2,0.01,"Artificial"
0.92,0.92,100,"overall",3,0,40,0.45,0.09,2,0.01,"Artificial"
0.71,0.71,100,"overall",4,0,40,0.45,0.09,2,0.01,"Artificial"
0.47,0.46,100,"overall",4,0,40,0.45,0.09,2,0.01,"Artificial"
0.54,0.54,100,"overall",5,0,40,0.45,0.09,2,0.01,"Artificial"
0.72,0.72,100,"overall",5,0,40,0.45,0.09,2,0.01,"Artificial"
0.67,0.67,100,"overall",6,0,40,0.45,0.09,2,0.01,"Artificial"
0.33,0.33,100,"overall",6,0,40,0.45,0.09,2,0.01,"Artificial"
0.33,0.32,100,"overall",7,0,40,0.45,0.09,2,0.01,"Artificial"
0.43,0.43,100,"overall",7,0,40,0.45,0.09,2,0.01,"Artificial"
1,1,100,"overall",3,2,40,0.45,0.09,2,0.01,"Artificial"
1,1,100,"overall",3,2,40,0.45,0.09,2,0.01,"Artificial"
0.67,0.66,100,"overall",4,2,40,0.45,0.09,2,0.01,"Artificial"
0.67,0.69,100,"overall",4,2,40,0.45,0.09,2,0.01,"Artificial"
0.58,0.59,100,"overall",5,2,40,0.45,0.09,2,0.01,"Artificial"
0.54,0.58,100,"overall",5,2,40,0.45,0.09,2,0.01,"Artificial"
0.45,0.45,100,"overall",6,2,40,0.45,0.09,2,0.01,"Artificial"
0.6,0.58,100,"overall",6,2,40,0.45,0.09,2,0.01,"Artificial"
0.23,0.23,100,"overall",7,2,40,0.45,0.09,2,0.01,"Artificial"
0.29,0.31,100,"overall",7,2,40,0.45,0.09,2,0.01,"Artificial"
0.74,0.73,100,"overall",5,4,40,0.45,0.09,2,0.01,"Artificial"
0.75,0.75,100,"overall",5,4,40,0.45,0.09,2,0.01,"Artificial"
0.7,0.71,100,"overall",6,4,40,0.45,0.09,2,0.01,"Artificial"
0.42,0.37,100,"overall",6,4,40,0.45,0.09,2,0.01,"Artificial"
0.2,0.22,100,"overall",7,4,40,0.45,0.09,2,0.01,"Artificial"
0.27,0.27,100,"overall",7,4,40,0.45,0.09,2,0.01,"Artificial"
0.29,0.31,100,"overall",7,6,40,0.45,0.09,2,0.01,"Artificial"
0.31,0.31,100,"overall",7,6,40,0.45,0.09,2,0.01,"Artificial"
0.81,0.79,100,"overall",2,0,10,0.6,0.09,2,0.01,"Artificial"
0.88,0.88,100,"overall",2,0,10,0.6,0.09,2,0.01,"Artificial"
0.93,0.93,100,"overall",3,0,10,0.6,0.09,2,0.01,"Artificial"
0.41,0.41,100,"overall",3,0,10,0.6,0.09,2,0.01,"Artificial"
0.73,0.73,100,"overall",4,0,10,0.6,0.09,2,0.01,"Artificial"
0.73,0.73,100,"overall",4,0,10,0.6,0.09,2,0.01,"Artificial"
0.35,0.36,100,"overall",5,0,10,0.6,0.09,2,0.01,"Artificial"
0.72,0.72,100,"overall",5,0,10,0.6,0.09,2,0.01,"Artificial"
0.49,0.49,100,"overall",6,0,10,0.6,0.09,2,0.01,"Artificial"
0.33,0.34,100,"overall",6,0,10,0.6,0.09,2,0.01,"Artificial"
0.55,0.53,100,"overall",7,0,10,0.6,0.09,2,0.01,"Artificial"
0.2,0.2,100,"overall",7,0,10,0.6,0.09,2,0.01,"Artificial"
1,1,100,"overall",3,2,10,0.6,0.09,2,0.01,"Artificial"
0.95,0.95,100,"overall",3,2,10,0.6,0.09,2,0.01,"Artificial"
0.71,0.71,100,"overall",4,2,10,0.6,0.09,2,0.01,"Artificial"
0.46,0.46,100,"overall",4,2,10,0.6,0.09,2,0.01,"Artificial"
0.71,0.7,100,"overall",5,2,10,0.6,0.09,2,0.01,"Artificial"
0.68,0.69,100,"overall",5,2,10,0.6,0.09,2,0.01,"Artificial"
0.49,0.49,100,"overall",6,2,10,0.6,0.09,2,0.01,"Artificial"
0.31,0.31,100,"overall",6,2,10,0.6,0.09,2,0.01,"Artificial"
0.22,0.23,100,"overall",7,2,10,0.6,0.09,2,0.01,"Artificial"
0.12,0.12,100,"overall",7,2,10,0.6,0.09,2,0.01,"Artificial"
0.45,0.48,100,"overall",5,4,10,0.6,0.09,2,0.01,"Artificial"
0.51,0.52,100,"overall",5,4,10,0.6,0.09,2,0.01,"Artificial"
0.72,0.72,100,"overall",6,4,10,0.6,0.09,2,0.01,"Artificial"
0.5,0.5,100,"overall",6,4,10,0.6,0.09,2,0.01,"Artificial"
0.33,0.33,100,"overall",7,4,10,0.6,0.09,2,0.01,"Artificial"
0.23,0.22,100,"overall",7,4,10,0.6,0.09,2,0.01,"Artificial"
0.56,0.56,100,"overall",7,6,10,0.6,0.09,2,0.01,"Artificial"
0.56,0.56,100,"overall",7,6,10,0.6,0.09,2,0.01,"Artificial"
0.86,0.86,100,"overall",2,0,25,0.6,0.09,2,0.01,"Artificial"
0.83,0.83,100,"overall",2,0,25,0.6,0.09,2,0.01,"Artificial"
0.24,0.26,100,"overall",3,0,25,0.6,0.09,2,0.01,"Artificial"
0.81,0.81,100,"overall",3,0,25,0.6,0.09,2,0.01,"Artificial"
0.54,0.54,100,"overall",4,0,25,0.6,0.09,2,0.01,"Artificial"
0.82,0.82,100,"overall",4,0,25,0.6,0.09,2,0.01,"Artificial"
0.54,0.54,100,"overall",5,0,25,0.6,0.09,2,0.01,"Artificial"
0.72,0.7,100,"overall",5,0,25,0.6,0.09,2,0.01,"Artificial"
0.58,0.57,100,"overall",6,0,25,0.6,0.09,2,0.01,"Artificial"
0.34,0.33,100,"overall",6,0,25,0.6,0.09,2,0.01,"Artificial"
0.42,0.38,100,"overall",7,0,25,0.6,0.09,2,0.01,"Artificial"
0.32,0.3,100,"overall",7,0,25,0.6,0.09,2,0.01,"Artificial"
1,1,100,"overall",3,2,25,0.6,0.09,2,0.01,"Artificial"
1,1,100,"overall",3,2,25,0.6,0.09,2,0.01,"Artificial"
0.75,0.74,100,"overall",4,2,25,0.6,0.09,2,0.01,"Artificial"
0.42,0.43,100,"overall",4,2,25,0.6,0.09,2,0.01,"Artificial"
0.47,0.47,100,"overall",5,2,25,0.6,0.09,2,0.01,"Artificial"
0.76,0.75,100,"overall",5,2,25,0.6,0.09,2,0.01,"Artificial"
0.39,0.35,100,"overall",6,2,25,0.6,0.09,2,0.01,"Artificial"
0.15,0.15,100,"overall",6,2,25,0.6,0.09,2,0.01,"Artificial"
0.23,0.22,100,"overall",7,2,25,0.6,0.09,2,0.01,"Artificial"
0.26,0.26,100,"overall",7,2,25,0.6,0.09,2,0.01,"Artificial"
0.7,0.72,100,"overall",5,4,25,0.6,0.09,2,0.01,"Artificial"
0.83,0.86,100,"overall",5,4,25,0.6,0.09,2,0.01,"Artificial"
0.47,0.47,100,"overall",6,4,25,0.6,0.09,2,0.01,"Artificial"
0.34,0.33,100,"overall",6,4,25,0.6,0.09,2,0.01,"Artificial"
0.16,0.17,100,"overall",7,4,25,0.6,0.09,2,0.01,"Artificial"
0.52,0.52,100,"overall",7,4,25,0.6,0.09,2,0.01,"Artificial"
0.6,0.6,100,"overall",7,6,25,0.6,0.09,2,0.01,"Artificial"
0.6,0.58,100,"overall",7,6,25,0.6,0.09,2,0.01,"Artificial"
0.82,0.81,100,"overall",2,0,40,0.6,0.09,2,0.01,"Artificial"
0.88,0.87,100,"overall",2,0,40,0.6,0.09,2,0.01,"Artificial"
0.5,0.52,100,"overall",3,0,40,0.6,0.09,2,0.01,"Artificial"
0.21,0.21,100,"overall",3,0,40,0.6,0.09,2,0.01,"Artificial"
0.55,0.55,100,"overall",4,0,40,0.6,0.09,2,0.01,"Artificial"
0.86,0.85,100,"overall",4,0,40,0.6,0.09,2,0.01,"Artificial"
0.39,0.38,100,"overall",5,0,40,0.6,0.09,2,0.01,"Artificial"
0.76,0.76,100,"overall",5,0,40,0.6,0.09,2,0.01,"Artificial"
0.52,0.51,100,"overall",6,0,40,0.6,0.09,2,0.01,"Artificial"
0.49,0.48,100,"overall",6,0,40,0.6,0.09,2,0.01,"Artificial"
0.63,0.63,100,"overall",7,0,40,0.6,0.09,2,0.01,"Artificial"
0.5,0.5,100,"overall",7,0,40,0.6,0.09,2,0.01,"Artificial"
0.1,0.1,100,"overall",3,2,40,0.6,0.09,2,0.01,"Artificial"
0.99,0.99,100,"overall",3,2,40,0.6,0.09,2,0.01,"Artificial"
0.69,0.69,100,"overall",4,2,40,0.6,0.09,2,0.01,"Artificial"
0.56,0.61,100,"overall",4,2,40,0.6,0.09,2,0.01,"Artificial"
0.77,0.77,100,"overall",5,2,40,0.6,0.09,2,0.01,"Artificial"
0.79,0.77,100,"overall",5,2,40,0.6,0.09,2,0.01,"Artificial"
0.37,0.38,100,"overall",6,2,40,0.6,0.09,2,0.01,"Artificial"
0.49,0.48,100,"overall",6,2,40,0.6,0.09,2,0.01,"Artificial"
0.32,0.32,100,"overall",7,2,40,0.6,0.09,2,0.01,"Artificial"
0.18,0.18,100,"overall",7,2,40,0.6,0.09,2,0.01,"Artificial"
0.55,0.55,100,"overall",5,4,40,0.6,0.09,2,0.01,"Artificial"
0.47,0.48,100,"overall",5,4,40,0.6,0.09,2,0.01,"Artificial"
0.43,0.43,100,"overall",6,4,40,0.6,0.09,2,0.01,"Artificial"
0.49,0.49,100,"overall",6,4,40,0.6,0.09,2,0.01,"Artificial"
0.28,0.27,100,"overall",7,4,40,0.6,0.09,2,0.01,"Artificial"
0.4,0.39,100,"overall",7,4,40,0.6,0.09,2,0.01,"Artificial"
0.69,0.68,100,"overall",7,6,40,0.6,0.09,2,0.01,"Artificial"
0.71,0.7,100,"overall",7,6,40,0.6,0.09,2,0.01,"Artificial"
0.91,0.91,100,"overall",2,0,10,0.3,0.01,4,0.01,"Artificial"
0.95,0.95,100,"overall",2,0,10,0.3,0.01,4,0.01,"Artificial"
0.71,0.71,100,"overall",3,0,10,0.3,0.01,4,0.01,"Artificial"
0.96,0.96,100,"overall",3,0,10,0.3,0.01,4,0.01,"Artificial"
0.91,0.91,100,"overall",4,0,10,0.3,0.01,4,0.01,"Artificial"
0.89,0.89,100,"overall",4,0,10,0.3,0.01,4,0.01,"Artificial"
0.88,0.88,100,"overall",5,0,10,0.3,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",5,0,10,0.3,0.01,4,0.01,"Artificial"
0.85,0.85,100,"overall",6,0,10,0.3,0.01,4,0.01,"Artificial"
0.91,0.91,100,"overall",6,0,10,0.3,0.01,4,0.01,"Artificial"
0.74,0.74,100,"overall",7,0,10,0.3,0.01,4,0.01,"Artificial"
0.89,0.89,100,"overall",7,0,10,0.3,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,10,0.3,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,10,0.3,0.01,4,0.01,"Artificial"
0.87,0.88,100,"overall",4,2,10,0.3,0.01,4,0.01,"Artificial"
0.85,0.84,100,"overall",4,2,10,0.3,0.01,4,0.01,"Artificial"
0.87,0.86,100,"overall",5,2,10,0.3,0.01,4,0.01,"Artificial"
0.87,0.86,100,"overall",5,2,10,0.3,0.01,4,0.01,"Artificial"
0.84,0.84,100,"overall",6,2,10,0.3,0.01,4,0.01,"Artificial"
0.93,0.93,100,"overall",6,2,10,0.3,0.01,4,0.01,"Artificial"
0.81,0.79,100,"overall",7,2,10,0.3,0.01,4,0.01,"Artificial"
0.78,0.79,100,"overall",7,2,10,0.3,0.01,4,0.01,"Artificial"
0.79,0.79,100,"overall",5,4,10,0.3,0.01,4,0.01,"Artificial"
0.71,0.7,100,"overall",5,4,10,0.3,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",6,4,10,0.3,0.01,4,0.01,"Artificial"
0.94,0.94,100,"overall",6,4,10,0.3,0.01,4,0.01,"Artificial"
0.74,0.74,100,"overall",7,4,10,0.3,0.01,4,0.01,"Artificial"
0.79,0.79,100,"overall",7,4,10,0.3,0.01,4,0.01,"Artificial"
0.94,0.94,100,"overall",7,6,10,0.3,0.01,4,0.01,"Artificial"
0.95,0.95,100,"overall",7,6,10,0.3,0.01,4,0.01,"Artificial"
0.94,0.94,100,"overall",2,0,25,0.3,0.01,4,0.01,"Artificial"
0.98,0.98,100,"overall",2,0,25,0.3,0.01,4,0.01,"Artificial"
0.95,0.95,100,"overall",3,0,25,0.3,0.01,4,0.01,"Artificial"
0.89,0.89,100,"overall",3,0,25,0.3,0.01,4,0.01,"Artificial"
0.9,0.9,100,"overall",4,0,25,0.3,0.01,4,0.01,"Artificial"
0.96,0.96,100,"overall",4,0,25,0.3,0.01,4,0.01,"Artificial"
0.87,0.88,100,"overall",5,0,25,0.3,0.01,4,0.01,"Artificial"
0.89,0.9,100,"overall",5,0,25,0.3,0.01,4,0.01,"Artificial"
0.87,0.87,100,"overall",6,0,25,0.3,0.01,4,0.01,"Artificial"
0.81,0.8,100,"overall",6,0,25,0.3,0.01,4,0.01,"Artificial"
0.72,0.73,100,"overall",7,0,25,0.3,0.01,4,0.01,"Artificial"
0.83,0.83,100,"overall",7,0,25,0.3,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,25,0.3,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,25,0.3,0.01,4,0.01,"Artificial"
0.87,0.86,100,"overall",4,2,25,0.3,0.01,4,0.01,"Artificial"
0.84,0.85,100,"overall",4,2,25,0.3,0.01,4,0.01,"Artificial"
0.77,0.77,100,"overall",5,2,25,0.3,0.01,4,0.01,"Artificial"
0.91,0.9,100,"overall",5,2,25,0.3,0.01,4,0.01,"Artificial"
0.89,0.89,100,"overall",6,2,25,0.3,0.01,4,0.01,"Artificial"
0.84,0.84,100,"overall",6,2,25,0.3,0.01,4,0.01,"Artificial"
0.83,0.83,100,"overall",7,2,25,0.3,0.01,4,0.01,"Artificial"
0.83,0.83,100,"overall",7,2,25,0.3,0.01,4,0.01,"Artificial"
0.79,0.79,100,"overall",5,4,25,0.3,0.01,4,0.01,"Artificial"
0.82,0.82,100,"overall",5,4,25,0.3,0.01,4,0.01,"Artificial"
0.92,0.93,100,"overall",6,4,25,0.3,0.01,4,0.01,"Artificial"
0.88,0.88,100,"overall",6,4,25,0.3,0.01,4,0.01,"Artificial"
0.72,0.73,100,"overall",7,4,25,0.3,0.01,4,0.01,"Artificial"
0.93,0.93,100,"overall",7,4,25,0.3,0.01,4,0.01,"Artificial"
0.94,0.94,100,"overall",7,6,25,0.3,0.01,4,0.01,"Artificial"
1,1,100,"overall",7,6,25,0.3,0.01,4,0.01,"Artificial"
0.95,0.95,100,"overall",2,0,40,0.3,0.01,4,0.01,"Artificial"
0.95,0.95,100,"overall",2,0,40,0.3,0.01,4,0.01,"Artificial"
0.97,0.97,100,"overall",3,0,40,0.3,0.01,4,0.01,"Artificial"
0.93,0.93,100,"overall",3,0,40,0.3,0.01,4,0.01,"Artificial"
0.87,0.87,100,"overall",4,0,40,0.3,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",4,0,40,0.3,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",5,0,40,0.3,0.01,4,0.01,"Artificial"
0.95,0.95,100,"overall",5,0,40,0.3,0.01,4,0.01,"Artificial"
0.82,0.82,100,"overall",6,0,40,0.3,0.01,4,0.01,"Artificial"
0.75,0.75,100,"overall",6,0,40,0.3,0.01,4,0.01,"Artificial"
0.79,0.79,100,"overall",7,0,40,0.3,0.01,4,0.01,"Artificial"
0.81,0.81,100,"overall",7,0,40,0.3,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,40,0.3,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,40,0.3,0.01,4,0.01,"Artificial"
0.88,0.87,100,"overall",4,2,40,0.3,0.01,4,0.01,"Artificial"
0.87,0.87,100,"overall",4,2,40,0.3,0.01,4,0.01,"Artificial"
0.88,0.88,100,"overall",5,2,40,0.3,0.01,4,0.01,"Artificial"
0.87,0.87,100,"overall",5,2,40,0.3,0.01,4,0.01,"Artificial"
0.84,0.84,100,"overall",6,2,40,0.3,0.01,4,0.01,"Artificial"
0.77,0.77,100,"overall",6,2,40,0.3,0.01,4,0.01,"Artificial"
0.74,0.74,100,"overall",7,2,40,0.3,0.01,4,0.01,"Artificial"
0.85,0.85,100,"overall",7,2,40,0.3,0.01,4,0.01,"Artificial"
0.72,0.72,100,"overall",5,4,40,0.3,0.01,4,0.01,"Artificial"
0.87,0.88,100,"overall",5,4,40,0.3,0.01,4,0.01,"Artificial"
0.89,0.89,100,"overall",6,4,40,0.3,0.01,4,0.01,"Artificial"
0.98,0.98,100,"overall",6,4,40,0.3,0.01,4,0.01,"Artificial"
0.82,0.82,100,"overall",7,4,40,0.3,0.01,4,0.01,"Artificial"
0.87,0.86,100,"overall",7,4,40,0.3,0.01,4,0.01,"Artificial"
0.96,0.95,100,"overall",7,6,40,0.3,0.01,4,0.01,"Artificial"
0.97,0.97,100,"overall",7,6,40,0.3,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",2,0,10,0.45,0.01,4,0.01,"Artificial"
0.96,0.96,100,"overall",2,0,10,0.45,0.01,4,0.01,"Artificial"
0.98,0.98,100,"overall",3,0,10,0.45,0.01,4,0.01,"Artificial"
0.9,0.9,100,"overall",3,0,10,0.45,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",4,0,10,0.45,0.01,4,0.01,"Artificial"
0.96,0.96,100,"overall",4,0,10,0.45,0.01,4,0.01,"Artificial"
0.84,0.84,100,"overall",5,0,10,0.45,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",5,0,10,0.45,0.01,4,0.01,"Artificial"
0.82,0.82,100,"overall",6,0,10,0.45,0.01,4,0.01,"Artificial"
0.81,0.81,100,"overall",6,0,10,0.45,0.01,4,0.01,"Artificial"
0.71,0.71,100,"overall",7,0,10,0.45,0.01,4,0.01,"Artificial"
0.89,0.89,100,"overall",7,0,10,0.45,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,10,0.45,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,10,0.45,0.01,4,0.01,"Artificial"
0.86,0.86,100,"overall",4,2,10,0.45,0.01,4,0.01,"Artificial"
0.88,0.86,100,"overall",4,2,10,0.45,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",5,2,10,0.45,0.01,4,0.01,"Artificial"
0.78,0.78,100,"overall",5,2,10,0.45,0.01,4,0.01,"Artificial"
0.85,0.85,100,"overall",6,2,10,0.45,0.01,4,0.01,"Artificial"
0.88,0.88,100,"overall",6,2,10,0.45,0.01,4,0.01,"Artificial"
0.79,0.79,100,"overall",7,2,10,0.45,0.01,4,0.01,"Artificial"
0.86,0.86,100,"overall",7,2,10,0.45,0.01,4,0.01,"Artificial"
0.86,0.84,100,"overall",5,4,10,0.45,0.01,4,0.01,"Artificial"
0.8,0.8,100,"overall",5,4,10,0.45,0.01,4,0.01,"Artificial"
0.96,0.96,100,"overall",6,4,10,0.45,0.01,4,0.01,"Artificial"
0.89,0.89,100,"overall",6,4,10,0.45,0.01,4,0.01,"Artificial"
0.82,0.82,100,"overall",7,4,10,0.45,0.01,4,0.01,"Artificial"
0.71,0.7,100,"overall",7,4,10,0.45,0.01,4,0.01,"Artificial"
0.9,0.9,100,"overall",7,6,10,0.45,0.01,4,0.01,"Artificial"
0.98,0.98,100,"overall",7,6,10,0.45,0.01,4,0.01,"Artificial"
0.91,0.91,100,"overall",2,0,25,0.45,0.01,4,0.01,"Artificial"
0.99,0.99,100,"overall",2,0,25,0.45,0.01,4,0.01,"Artificial"
0.93,0.93,100,"overall",3,0,25,0.45,0.01,4,0.01,"Artificial"
0.75,0.75,100,"overall",3,0,25,0.45,0.01,4,0.01,"Artificial"
0.93,0.93,100,"overall",4,0,25,0.45,0.01,4,0.01,"Artificial"
0.91,0.91,100,"overall",4,0,25,0.45,0.01,4,0.01,"Artificial"
0.86,0.86,100,"overall",5,0,25,0.45,0.01,4,0.01,"Artificial"
0.89,0.89,100,"overall",5,0,25,0.45,0.01,4,0.01,"Artificial"
0.85,0.85,100,"overall",6,0,25,0.45,0.01,4,0.01,"Artificial"
0.75,0.75,100,"overall",6,0,25,0.45,0.01,4,0.01,"Artificial"
0.87,0.88,100,"overall",7,0,25,0.45,0.01,4,0.01,"Artificial"
0.72,0.72,100,"overall",7,0,25,0.45,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,25,0.45,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,25,0.45,0.01,4,0.01,"Artificial"
0.86,0.85,100,"overall",4,2,25,0.45,0.01,4,0.01,"Artificial"
0.91,0.9,100,"overall",4,2,25,0.45,0.01,4,0.01,"Artificial"
0.87,0.87,100,"overall",5,2,25,0.45,0.01,4,0.01,"Artificial"
0.92,0.91,100,"overall",5,2,25,0.45,0.01,4,0.01,"Artificial"
0.84,0.83,100,"overall",6,2,25,0.45,0.01,4,0.01,"Artificial"
0.82,0.82,100,"overall",6,2,25,0.45,0.01,4,0.01,"Artificial"
0.8,0.8,100,"overall",7,2,25,0.45,0.01,4,0.01,"Artificial"
0.7,0.72,100,"overall",7,2,25,0.45,0.01,4,0.01,"Artificial"
0.89,0.87,100,"overall",5,4,25,0.45,0.01,4,0.01,"Artificial"
0.87,0.87,100,"overall",5,4,25,0.45,0.01,4,0.01,"Artificial"
0.75,0.76,100,"overall",6,4,25,0.45,0.01,4,0.01,"Artificial"
0.91,0.9,100,"overall",6,4,25,0.45,0.01,4,0.01,"Artificial"
0.84,0.84,100,"overall",7,4,25,0.45,0.01,4,0.01,"Artificial"
0.88,0.88,100,"overall",7,4,25,0.45,0.01,4,0.01,"Artificial"
0.76,0.75,100,"overall",7,6,25,0.45,0.01,4,0.01,"Artificial"
0.86,0.87,100,"overall",7,6,25,0.45,0.01,4,0.01,"Artificial"
0.93,0.93,100,"overall",2,0,40,0.45,0.01,4,0.01,"Artificial"
0.93,0.93,100,"overall",2,0,40,0.45,0.01,4,0.01,"Artificial"
0.96,0.96,100,"overall",3,0,40,0.45,0.01,4,0.01,"Artificial"
0.62,0.62,100,"overall",3,0,40,0.45,0.01,4,0.01,"Artificial"
0.96,0.96,100,"overall",4,0,40,0.45,0.01,4,0.01,"Artificial"
0.89,0.89,100,"overall",4,0,40,0.45,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",5,0,40,0.45,0.01,4,0.01,"Artificial"
0.87,0.87,100,"overall",5,0,40,0.45,0.01,4,0.01,"Artificial"
0.82,0.82,100,"overall",6,0,40,0.45,0.01,4,0.01,"Artificial"
0.7,0.71,100,"overall",6,0,40,0.45,0.01,4,0.01,"Artificial"
0.85,0.85,100,"overall",7,0,40,0.45,0.01,4,0.01,"Artificial"
0.77,0.76,100,"overall",7,0,40,0.45,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,40,0.45,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,40,0.45,0.01,4,0.01,"Artificial"
0.89,0.91,100,"overall",4,2,40,0.45,0.01,4,0.01,"Artificial"
0.88,0.88,100,"overall",4,2,40,0.45,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",5,2,40,0.45,0.01,4,0.01,"Artificial"
0.9,0.9,100,"overall",5,2,40,0.45,0.01,4,0.01,"Artificial"
0.84,0.84,100,"overall",6,2,40,0.45,0.01,4,0.01,"Artificial"
0.87,0.87,100,"overall",6,2,40,0.45,0.01,4,0.01,"Artificial"
0.72,0.72,100,"overall",7,2,40,0.45,0.01,4,0.01,"Artificial"
0.75,0.75,100,"overall",7,2,40,0.45,0.01,4,0.01,"Artificial"
0.88,0.88,100,"overall",5,4,40,0.45,0.01,4,0.01,"Artificial"
0.86,0.86,100,"overall",5,4,40,0.45,0.01,4,0.01,"Artificial"
0.84,0.84,100,"overall",6,4,40,0.45,0.01,4,0.01,"Artificial"
0.9,0.9,100,"overall",6,4,40,0.45,0.01,4,0.01,"Artificial"
0.8,0.8,100,"overall",7,4,40,0.45,0.01,4,0.01,"Artificial"
0.73,0.73,100,"overall",7,4,40,0.45,0.01,4,0.01,"Artificial"
0.75,0.75,100,"overall",7,6,40,0.45,0.01,4,0.01,"Artificial"
0.89,0.89,100,"overall",7,6,40,0.45,0.01,4,0.01,"Artificial"
0.96,0.96,100,"overall",2,0,10,0.6,0.01,4,0.01,"Artificial"
0.97,0.97,100,"overall",2,0,10,0.6,0.01,4,0.01,"Artificial"
0.82,0.82,100,"overall",3,0,10,0.6,0.01,4,0.01,"Artificial"
0.9,0.91,100,"overall",3,0,10,0.6,0.01,4,0.01,"Artificial"
0.94,0.94,100,"overall",4,0,10,0.6,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",4,0,10,0.6,0.01,4,0.01,"Artificial"
0.94,0.94,100,"overall",5,0,10,0.6,0.01,4,0.01,"Artificial"
0.96,0.96,100,"overall",5,0,10,0.6,0.01,4,0.01,"Artificial"
0.85,0.85,100,"overall",6,0,10,0.6,0.01,4,0.01,"Artificial"
0.87,0.87,100,"overall",6,0,10,0.6,0.01,4,0.01,"Artificial"
0.82,0.82,100,"overall",7,0,10,0.6,0.01,4,0.01,"Artificial"
0.87,0.87,100,"overall",7,0,10,0.6,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,10,0.6,0.01,4,0.01,"Artificial"
1,1,100,"overall",3,2,10,0.6,0.01,4,0.01,"Artificial"
0.84,0.84,100,"overall",4,2,10,0.6,0.01,4,0.01,"Artificial"
0.91,0.91,100,"overall",4,2,10,0.6,0.01,4,0.01,"Artificial"
0.91,0.91,100,"overall",5,2,10,0.6,0.01,4,0.01,"Artificial"
0.88,0.88,100,"overall",5,2,10,0.6,0.01,4,0.01,"Artificial"
0.76,0.75,100,"overall",6,2,10,0.6,0.01,4,0.01,"Artificial"
0.78,0.78,100,"overall",6,2,10,0.6,0.01,4,0.01,"Artificial"
0.88,0.88,100,"overall",7,2,10,0.6,0.01,4,0.01,"Artificial"
0.84,0.83,100,"overall",7,2,10,0.6,0.01,4,0.01,"Artificial"
0.79,0.79,100,"overall",5,4,10,0.6,0.01,4,0.01,"Artificial"
0.86,0.86,100,"overall",5,4,10,0.6,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",6,4,10,0.6,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",6,4,10,0.6,0.01,4,0.01,"Artificial"
0.86,0.86,100,"overall",7,4,10,0.6,0.01,4,0.01,"Artificial"
0.88,0.88,100,"overall",7,4,10,0.6,0.01,4,0.01,"Artificial"
0.96,0.96,100,"overall",7,6,10,0.6,0.01,4,0.01,"Artificial"
0.95,0.96,100,"overall",7,6,10,0.6,0.01,4,0.01,"Artificial"
0.97,0.97,100,"overall",2,0,25,0.6,0.01,4,0.01,"Artificial"
0.98,0.98,100,"overall",2,0,25,0.6,0.01,4,0.01,"Artificial"
0.88,0.88,100,"overall",3,0,25,0.6,0.01,4,0.01,"Artificial"
0.85,0.85,100,"overall",3,0,25,0.6,0.01,4,0.01,"Artificial"
0.87,0.87,100,"overall",4,0,25,0.6,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",4,0,25,0.6,0.01,4,0.01,"Artificial"
0.92,0.92,100,"overall",5,0,25,0.6,0.01,4,0.01,"Artificial"
